Title,Price,Benefits,Customizations,Overviews,Detail,Category,Product Rating,Company Name,Company Informations,Link,Store Link,Quantity Sold,Shippings,Skus
Made in China high premium Royal canin dog food 10kg Adult Dog Food wholesale dry dog food,"['$1.95', '$1.90']","['Quick refunds on orders under US $1,000']","['Customized logo(Min. order 3000 kilograms)', 'Customized packaging(Min. order 3000 kilograms)']","{'Application:': 'Dogs', 'Place of Origin:': 'China', 'Life stage:': 'Adult', 'Product Name:': 'Dry Dog Food', 'Material:': '100% Natural', 'Flavor:': 'Natural Flavor', 'Pet Supplies:': 'Natural Pet Supplements', 'Package:': 'OEM Package', 'Advantage:': 'Healthy Formula', 'Pet food:': 'Natural Healthy High Protein', 'Certificate:': 'HACCP/ ISO22000/ISO9001', 'MOQ:': '2 tons', 'SHELF LIFE:': '24 Months', 'Type:': 'PET FOOD', 'Feature:': 'Sustainable', 'Color:': 'Yellow'}","Xingtai Nuode Pet Products Co., Ltd is located in Renze District, ancient capital Xingtai. The company's transportation location is convenient,  which is only 10 minutes' drive from Xingtai high-speed railway station. The company founded in May 2005 is a collection of scientific rasearch, production, sales as one of the government key support, one of the region's top 100, and  through the IOS 9001:2008 international quality management system certification  and ISO 22000:2018 food safety management system certification.
The company has  more than 50 technical personnel, with strong technical force and strict management of the enterprise. Over the years, the company has been engaged in long-term exchanges and cooperation with China Agricultural University and Hebei Academy of Agricultural Sciences, and invited experts in the pet food industry. Moreover, the company has also been engaged in exchanges and cooperation with well-known foreign pet industry enterprises, constantly innovating and developing, thus forming our independent research and development, evaluation and testing system.
The company covers an area of more than 100 mu, with an annual output of 40000 tons of pet food, has fully automated assembly line equipment,  using high quality food grade raw materials, distribution of local pollution-free natural granary, corn, wheat, soybean, sorghum, and in strict accordance with the US. AAFCO and NRC standard, 100% through the ISO 9001:2008 international quality system certification, has a decisive security to hair color, development, nutrition and health. At present, the products sell well in 38 provinces and municipalities across the country, more than 500 large and medium-sized cities, deeply win the favor of the majority of consumers.
In order to meet the market demand, the company put the second production line into operation in March 2014, and put the third production line into operation in May 2015. By then, the company will realize the warehousing of 360 tons of finished products every working day, leading the industry. In January 2019, the company added two advanced pet snack production lines and put them into use. All workshops are strictly in accordance with the international aseptic, dust-free and sealed management in Europe and America. The company has three high standard automatic production lines with an annual output of 26 million cans.
Nuode has devoted to the pet food industry for 17years. Commitment is a mountain, virtue all over the world, your satisfaction is our constant pursuit.",Dry Food,None,"Xingtai Nuode Pet Products Co., Ltd.",None,"https://www.alibaba.com/product-detail/Made-in-China-high-premium-Royal_1600623996990.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.wj9ea8lqem
",None,None,['Express\nOcean freight\nLand freight\nAir freight'],"['10kg/bag', 'Chicken']"
racing pigeons super Calcium & phosphorus pill for flying long time,"['$8.50', '$7.50', '$7.00', '$6.00']","['Quick refunds on orders under US $1,000']","['Customized logo(Min. order 100 barrels)', 'Customized packaging(Min. order 100 barrels)']","{'Health Care Type:': 'NUTRITIONAL SUPPLEMENTS', 'Application:': 'Birds', 'Place of Origin:': 'China', 'Brand Name:': 'Norvka', 'Product Name:': 'racing pigeons super Calcium & phosphorus pill for flying', 'Composition:': 'super Calcium & phosphorus pill', 'Type:': 'pigeon birds nutrition supplement, Pet Health Care & Supplements', 'Certificate:': 'ISO9001', 'Apply to:': 'racing pigeon fowl', 'Appearance:': 'bolus pills', 'Product Keywords:': 'Racing pigeon super Calcium & phosphorus pill', 'Product advantage:': '10 GMP Production Lines', 'Item name:': 'pigeon nutrition supplyment', 'Function:': 'Immunity Boost', 'Feature:': 'Stocked'}","Racing pigeon Liquid Calcium 
phosphorus capsule 
Strengthen the muscles and activation joints and bones.
Super Calcium Phosphate 
This article adopts the latest biotechnology,has good water solubility,strong absorbent in the body,especially added
afficiency,tate of protain,amino acids and vitamins, natural living bacterium, the proper amount of natural,calcium,phosphorus and
organic material,can strengthen the muscles and joints and bones activation,is breeding pigeons
feeding,young pigeon and grow into a pigeon entry and disease recovery essential supplement.

Functions and purposes:
Strong bones,and improve the quality of eggs,accelerate of the moult",Pet Health Care & Supplements,None,"Hebei Norvka Biotech Co., Ltd.",None,"https://www.alibaba.com/product-detail/racing-pigeons-super-Calcium-phosphorus-pill_1600056622186.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.s29yr76981
",None,None,['Ocean freight'],['White']
Certifications,"['$0.49', '$0.45']",['US $500 coupons'],"['Customized logo(Min. order 500 bags)', 'Customized packaging(Min. order 500 bags)']","{'Application:': 'Dogs', 'Place of Origin:': 'China', 'Main Ingredient:': 'chicken', 'Life stage:': 'All', 'Shelf Life:': '2 years', 'Package:': 'Customer Requests', 'Pet Supplies:': 'cat', 'SHELF LIFE:': '18 MONTHS', 'MOQ:': '300kgs', 'Ingredients:': 'NATURAL', 'Pet food:': 'Wet cat Food', 'Advantage:': 'High Nutrition', 'Pet products:': 'cat FOOD', 'Flavor:': 'chicken', 'Color:': 'Red'}",None,Wet Food,None,"Shandong Wanpy Electronic Commerce Co., Ltd.","{'Store rating': '5.0/5', 'On-time delivery rate': '85.7%', 'Response time': '≤4h', 'Transactions': '$10,000+', 'Floorspace': '50160m²', 'Staff': '845', 'Services': 'Minor customization', 'Quality control': 'Design-based customization', 'Certifications': 'Raw-material traceability identification'}","https://www.alibaba.com/product-detail/TOPTREES-CAT-WET-FOOD-chicken-and_1600541329705.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.bhk0nfcmfn
",https://shdwanchong.en.alibaba.com/company_profile.html,None,['Express\nOcean freight\nLand freight\nAir freight'],"['95g', 'Chicken']"
buy cheap Royal Canin Dog Food / Top Quality Royal Canin For Pets Export Wholesale Supply for sale,None,None,None,"{'Application:': 'Dogs', 'Place of Origin:': 'Istanbul, Turkey', 'Brand Name:': 'Royal canin', 'Unit Weight:': '3.5kg/pc', 'Life stage:': 'Puppy & kitten', 'Model Number:': 'Royal canin', 'Product Name:': 'Cat Food', 'Type:': 'PET FOOD', 'Feature:': 'Sustainable, Stocked', 'Color:': 'Grey', 'Ingredient:': '99'}",None,Other Pet Food,None,PRISMA TRADE GMBH,None,"https://www.alibaba.com/product-detail/buy-cheap-Royal-Canin-Dog-Food_10000007424488.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.aa5yjm2a9b
",None,None,['Ocean freight'],"['XS', 'Seafood & Fish']"
Best Quality Water Buffalo Horn Dog Chew For Pet Food,"['$1.50', '$1.25', '$1.00']",None,"['Customized packaging(Min. order 25 pieces)', 'Graphic customization(Min. order 25 pieces)']","{'Application:': 'Dogs', 'Place of Origin:': 'Uttar Pradesh, India', 'Brand Name:': 'God Grace Overseas', 'Main Ingredient:': '01', 'Unit Weight:': '1.0kg/pc', 'Breed Size:': 'Medium Breeds', 'Life stage:': 'All', 'Special Diet:': 'High-Protein', 'Model Number:': 'GGO 64dog chew', 'Shelf Life:': '1years', 'Health Feature:': 'Joint Health', 'Material:': '100% Natural', 'Product Name:': 'Dry Dog Food', 'Commercial Buyer:': 'Fast Food and Takeaway Food Services'}","Packaging

We use below materials for packaging to deliver items safely.
Brown Paper
Poly Bags & Bubbles

Brown Box (Inner & Master Box)
and as buyer requirement

Shipping:

 

1. We offer air & sea shipping according to the requirement of the client ( Buyer ).

Port to Port
Door to Door (Home Delivery)
FOB Shipping
2. We recommend door to door air shipping & it takes 3-7 days from our factory to your appointed
place",Treats,None,GOD GRACE OVERSEAS,None,"https://www.alibaba.com/product-detail/Best-Quality-Water-Buffalo-Horn-Dog_11000003155549.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.5bshp4sro9
",None,None,['Express\nOcean freight\nLand freight\nAir freight'],['Beef']
Taiwan's professional pet food manufacturer produces bulk dry food for dogs,"['$6.16', '$6.01', '$5.86']","['Quick refunds on orders under US $1,000']",['Customized packaging(Min. order 12000 bags)'],"{'Application:': 'Dogs', 'Place of Origin:': 'Taiwan, China', 'Brand Name:': 'Pet Lover', 'Model Number:': '202165', 'Product Name:': 'Pet Lover natural healthy dry dog food', 'Suitable:': 'MEDIUM & LARGE BREED-Adult', 'Flavor:': 'Lamb Flavor', 'Function:': 'Weight control', 'Package Weight:': '3.5kg/ Bag', 'Type Of Packaging:': '4bags/CTN', 'Shelf Life:': '18 months', 'Crude Protein:': '21% min.', 'Service:': 'Wholesale,OEM', 'Certificate:': 'HACCP/ISO22000', 'Type:': 'PET FOOD', 'Commercial Buyer:': 'Convenience Stores, Department Stores, E-commerce Stores, Specialty Stores, Super Markets', 'Season:': 'Everyday', 'Room Space Selection:': 'Support', 'Room Space:': 'Bedroom, Indoor and Outdoor, Living Room', 'Occasion Selection:': 'Not Support', 'Holiday Selection:': 'Not Support', 'Feature:': 'Sustainable'}","  FEATURE OF PRODUCT：
 Pet Lover Dry Dog Food is designed according to AAFCO (Association of American Feed Control Officials). It is jointly developed by experienced professional veterinarians, pet nutritionists and breeders, and carefully prepared to produce high-quality natural healthy dog food.

‧Perfect proportion of protein, fat and carbohydrates, and precise vitamin and mineral content. Provide puppies (under 1 years old) pregnant, lactating dogs, nutrients needed during growth and development.
A balanced calcium-to-phosphorus ratio helps the teeth to develop normally.
‧Enzymes, probiotics, prebiotics, helping digestion and maintaining gastrointestinal health.
‧Taurine and lutein protect puppies' eyes.
‧Natural yucca extract, good environmental protection in vivo.
‧Amino acids, chelated zinc, and linolenic acid make hair color healthier and brighter.",Dry Food,None,"GLOBAL-PETS PRODUCTS CO., LTD.",None,"https://www.alibaba.com/product-detail/Taiwan-s-professional-pet-food-manufacturer_10000004128223.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.nan9121mei
",None,None,['Ocean freight\nAir freight'],['']
Quality control,"['$1.21', '$1.12', '$0.93']","['Quick refunds on orders under US $1,000']","['Customized packaging(Min. order 2000 bags)', 'Graphic customization(Min. order 2000 bags)']","{'Health Care Type:': 'NUTRITIONAL SUPPLEMENTS', 'Application:': 'Dogs', 'Place of Origin:': 'Zhejiang, China', 'Brand Name:': 'N4P', 'Product Name:': 'D-Glucose Monohydrate', 'Weight:': '100g', 'MOQ:': '200 bags', 'Main Ingredient:': '99.9% Glucose Monohydrate', 'Shelf life:': '36 months', 'Type:': 'Pet Health Care & Supplements', 'Feature:': 'Sustainable, Stocked'}",Our Certifications,Pet Health Care & Supplements,None,"CHENGDU DELICIOUS TREASURE PET SUPPLIES CO.,LTD","{'Store rating': '4.8/5', 'On-time delivery rate': '98.3%', 'Response time': '≤3h', 'Transactions': '$50,000+', 'Main markets': 'North America,Western Europe,Southeast Asia', 'Collaborating suppliers': '20', 'Services': 'Centralized procurement available', 'Quality control': 'Full customization'}","https://www.alibaba.com/product-detail/N4P-100g-Wholesale-Pet-Dogs-and_1600629921189.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.ip12zomcnm
",https://meiweibao.en.alibaba.com/company_profile.html,None,['Express\nOcean freight\nLand freight\nAir freight'],"['', '100g']"
pet treats chicken wet food cat creamy snack wholesale cat food,None,"['Quick refunds on orders under US $1,000']","['Customized logo(Min. order 20000 bags)', 'Graphic customization(Min. order 20000 bags)']","{'Application:': 'Cats', 'Place of Origin:': 'Shandong, China', 'Brand Name:': 'PetMetro or OEM', 'Model Number:': 'CT01', 'Product Name:': 'pet treats chicken wet food cat creamy snack wholesale cat food', 'Material:': 'Fresh chicken', 'Flavor:': 'chicken', 'Certificate:': 'ISO22000,BRC,CE,PONY', 'Color:': 'Natural Color', 'MOQ:': '10000 bags', 'SHELF LIFE:': '18 Months', 'Packaging:': '15g/bag', 'Usage:': 'Dality snacks for pets', 'Type:': 'PET FOOD', 'Commercial Buyer:': 'Food & Beverage Stores, Food & Beverage Manufacture, TV Shopping, Department Stores, Bubble tea,Juice & Smoothie Bars, Super Markets, Hotels, Convenience Stores, E-commerce Stores', 'Season:': 'Everyday', 'Room Space Selection:': 'Support', 'Room Space:': 'Countertop, Closet, Dorm Room', 'Occasion Selection:': 'Support', 'Occasion:': 'Back to School, Camping, Party', 'Holiday Selection:': 'Not Support', 'Feature:': 'Sustainable'}","1.Why choose us? 
With professional designing team, strict quality control system and competitive price. 

2: When should I get your quotation? 
Response will be made within 12 hours after getting your inquiry. You can also call usor email us to get quicker response. 

3:Could you make our brand or private label?
Yes, it can be done based on your design.

4:What's the lead time? 
Sampling time: 2-7days. Mass production time: 15-45days. It depends on order quantity.

5:Can I get some samples?
It's our honor to provide you with some samples, please feel free to contact us.",Wet Food,None,"Shandong Petmetro Imp&exp Co., Ltd.",None,"https://www.alibaba.com/product-detail/pet-treats-chicken-wet-food-cat_1600446905316.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.c0ozn8896
",None,None,['Ocean freight'],['White']
Quality control,"['$28.00', '$34.00', '$29.50']",['US $500 coupons'],"['Customized logo(Min. order 200 pieces)', 'Customized packaging(Min. order 500 pieces)']","{'Type:': 'Pet Bowls & Feeders', 'Item Type:': 'Bowls', 'Time Setting:': 'Yes', 'LCD Display:': 'Yes', 'Shape:': 'Rounded', 'Material:': 'Plastic, ABS', 'Power Source:': 'CHARGE', 'Voltage:': '110-240V', 'Bowl & Feeder Type:': 'Automatic Feeders & Waterers', 'Application:': 'Dogs', 'Feature:': 'Automatic, Sustainable', 'Place of Origin:': 'Guangdong, China', 'Brand Name:': 'Petrust', 'Model Number:': 'PP005', 'Item type:': 'Wifi Smart pet feeder with 6L', 'Capacity:': '6L', 'Color:': 'White', 'Voice recording:': '10 seconds', 'Suitable for:': 'Small Pet Dogs Cats', 'MOQ:': '4pcs', 'Certificate:': 'CE,FCC,Tele Japan', 'Power Supply:': 'Charge & Battery', 'OEM/ODM:': 'support'}","Voice Playing
automatic pet feeder allow you to record your voice that will play every time food is dispensed, your beloved pet won`t miss the
meal when they are sleeping or playing. Easy and reliable feeding!
Program Panel
Petrust automatic pet feeder is elaborate built-in 2inch LCD display (with backlight)allows a simple and accurate feeding
experience. There are only 6 control buttons to control every feeding plan.Up to 6 meals every day, So even without reading the
instructions you will be able to program it！
Smart Feeder for Your Pets
Slim design, feeder measures 7.8 in. W x 13.5 in. L x 13 in.H, proper size for most dogs and cats. This food dispenser is not only
practical but also have novelty appearance, your pets will love it!",Pet Bowls & Feeders,5.0,"Shenzhen Chongxin Technology Co., Ltd.","{'Store rating': '4.8/5', 'On-time delivery rate': '97.1%', 'Response time': '≤3h', 'Transactions': '$2000000', 'Floorspace': '1800m²', 'Patents awarded': '4', 'Services': 'Design-based customization', 'Quality control': 'Sample-based customization'}","https://www.alibaba.com/product-detail/Tuya-Dog-Cat-Smart-Pet-Feeder_1600052314905.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.7pymv6hy0b
",https://szpetrust.en.alibaba.com/company_profile.html,24 buyers,['Express\nOcean freight\nLand freight\nAir freight'],"['', '6L', 'L']"
Dog Clothes Winter Warm Pet Dog Jacket Coat Puppy Christmas Clothing Hoodies For Small Medium Large Dogs Labrador Coat S-9XL,"['$8.50', '$7.90', '$2.99']","['Quick refunds on orders under US $1,000']",None,"{'Place of Origin:': 'Sichuan, China', 'Brand Name:': 'daruhui', 'Model Number:': 'dog jackets', 'Feature:': 'Sustainable', 'Apparel & Accessory Type:': 'Raincoats', 'Application:': 'Dogs', 'Item Type:': 'Coats & Jackets', 'Material:': 'Polyester', 'Pattern:': 'Solid', 'Product name:': 'dog jackets', 'Advantage:': 'High Quality', 'Usage:': 'dog jackets', 'MOQ:': '1pcs', 'Sample:': 'Availabe', 'Port of Shipment:': 'Ningbo/Shanghai', 'Size:': 'XS,S,M,L,XL,XXL', 'Style:': 'Fashion', 'Season:': 'All Seasons', 'Holiday:': ""Valentine's Day""}","FAQ:
1.Are you factory or trade company?
We are factory, not trade company.

2.Can you provide me your catalogue?
We have thousands of products, and every month we will make out many new items, so updating is very fast. Could you please provide
us your request so we can recommend to you accordingly?

3.How about the MOQ?
For most of our products, we have no MOQ, we will make some stocks for some popular items, so you can order any quantity. And for
other products, you can contact our sales to know the MOQ.

4.Can you make sample same as my pictures or samples?
Yes, we can make samples as long as you provide us your picture, your drawing or your sample.

5.Do you have your own designer team?
Yes, we have our designers, so if you can provide us your ideal, we also can make out the sample to you.

6.How can you protect my designs and my brands?
We won't display your designs and brands to other customers, and won't display them in the internet, show, sampleroom etc, and we
can sign a confidentiality and non-disclosure agreement with you and our sub-contractors.

7.How to order wholesale products?
You can order online, and contact our sales to ship the goods.

8.how can we guarantee quality?
Always a pre-production sample before mass production; Always final Inspection before shipment;

9.what can you buy from us?
PET BED/ CARRIER,PET TOYS,PET COLLAR/ LEASHES,PET BOWL/ FEEDER,PET ACCESSORIES

10.what services can we provide?
Accepted Delivery Terms: FOB,CFR；
Accepted Payment Currency:USD,EUR,JPY,CAD,AUD,HKD,CNY;
Accepted Payment Type: T/T,L/C,D/P D/A,PayPal,Western Union;
Language Spoken:English,Chinese",Pet Clothes,None,"Shanghai Yoko Plastic Industrial Co., Ltd.",None,"https://www.alibaba.com/product-detail/Dog-Clothes-Winter-Warm-Pet-Dog_1600525566504.html?spm=a27aq.industry_category_productlist.fp_behavior_product.0.hwk73psb1o
",None,1 buyer,['Express\nOcean freight\nLand freight\nAir freight'],"['S', '']"
